authority,commitment,liking,social,reward,loss,scarcity_time,all_label,email_nostop_stem,email
1.0,1.0,0.0,0.0,1.0,0.0,0,3.0,dear name pool work usaid job provid part time employ qualifi student academ year beyond contact open dre bellow line potenti employ name generosso barbetta work clinic counselor depart disabl resourc educ servic dre provid individu group therapi coach assess academ screen support student disabl physic chronic psychiatr invis regist dre larg percentag student serv mental health unit psychiatr disabl morbid psychiatr disabl need mental health support success univers addit mani univers student academ difficulti prior diagnosi seen assess academ screen assess process also director supervis train coordin counsel psycholog clinic psycholog graduat student unit state practicum dre apa accredit school psycholog pre doctor intern receiv email consid offer univers offic student disabl work posit report directli decid accept offer care anim welfar art cultur children civil right social action educ environ disast humanitarian relief social servic lot simpl employ help mail letter make payment walmart purchas item need employ take hour day time week weekli unabl meetup interview current away help disabl student canada paid advanc task purchas done behalf person letter mail forward resid nearbi post offic pick conveni upon arriv discuss possibl make long term employ impress servic away arriv schedul last week spetemb consid posit contact employ repli email full name current residenti address altern email differ school email cell,dear name don pool and work with the usaid and job provide part time employments for qualified students during the academic year and beyond have contacted you because there opening for you dres and bellow are the lines from your potential employer name generosso barbetta and work clinical counselor for the department disability resources and educational services dres provide individual and group therapy coaching assessment and academic screenings support students with disabilities physical chronic psychiatric and invisible registered with dres large percentage the students served the mental health unit have psychiatric disabilities morbid psychiatric disabilities and need mental health support successful the university addition many university students with academic difficulties and prior diagnosis are seen and assessed through the academic screening and assessment process also the director supervision training and coordination counseling psychology and clinical psychology graduate students the united states who have practicums dres and apa accredited school psychology pre doctoral interns you have received this email considered for offer from the university office for students with disabilities work with this will position that reports directly should you decide accept the offer care about animal welfare arts and culture children civil rights and social action education environment disaster and humanitarian relief social services and lots more this very simple employment you will only help mail letters make payments walmart and purchase some items when needed this employment only takes hour day and times week for weekly unable meetup for interview because currently away and helping the disabled students canada you will paid advance for all tasks and purchased done behalf and some personal letters and mails will forwarded your residence nearby post office for you pick your convenience upon arrival will discuss the possibility making this long term employment impressed with your services while away arrival scheduled for the last week spetember considered for this position contact your employer replying this email with your full name current residential address alternate email different from school email and cell
1.0,0.0,0.0,0.0,1.0,0.0,0,2.0,dear sir kelvin jinshengda electron technolog ltd glad read email factori special manufactur export pcb print circuit board year profus design seri qualiti grade expressli price competit manufactur sourc pcb pass test complaint rate work risk free best partner process differ part number one day squar meter one month multilay pcb min finish size max finish size layer count layer item interest pleas let know happi give quotat receipt detail requir look forward receiv inquir soon sincer kelvin shenzhen jsd pcb technolog limit,dear sir kelvin from jinshengda electronic technology ltd and glad that you can read email are factory specializing manufacture and export pcb printed circuit board years have profuse designs with series quality grade and expressly our price very competitive because are manufacturer are the source our pcbs are passed test and the complaint rate under working with risk free and the best partner can process more than different part numbers one day square meters one month are multilayer pcb min finished size max finished size layer count layers should any these items interest you please let know will happy give you quotation receipt your detailed requirements look forward receiving your inquires soon your sincerely kelvin shenzhen jsd pcb technology limited
1.0,0.0,0.0,0.0,1.0,0.0,1,3.0,thank join fall career day stem day interest join usaa pleas visit usaajob com appli today thank usaa univers relat connect usaa system gener email pleas use repli email function contact recruit question,thank you for joining the fall career days stem day you interested joining usaa please visit usaajobs com and apply today thank you usaa university relations connect with usaa this system generated email please not use the reply email function contact your recruiter for questions
0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,see attach,see attachment
1.0,1.0,0.0,0.0,1.0,0.0,1,4.0,name adam makonnen work network cisco learn center job provid part time employ qualifi student academ year beyond contact open dre bellow line potenti employ name howard friedman work clinic counselor depart disabl resourc educ servic dre provid individu group therapi coach assess academ screen support student disabl physic chronic psychiatr invis regist dre larg percentag student serv mental health unit psychiatr disabl morbid psychiatr disabl need mental health support success univers addit mani univers student academ difficulti prior diagnosi seen assess academ screen assess process also director supervis train coordin counsel psycholog clinic psycholog graduat student unit state practicum dre apa accredit school psycholog pre doctor intern receiv email consid offer univers offic student disabl work posit report directli decid accept offer care anim welfar art cultur children civil right social action educ environ disast humanitarian relief social servic lot simpl employ help mail letter make payment walmart purchas item need employ take hour day time week weekli unabl meetup interview current away help disabl student canada paid advanc task purchas done behalf person letter mail forward resid nearbi post offic pick conveni upon arriv discuss possibl make long term employ impress servic away arriv schedul last week octob consid posit contact employ repli email full name current residenti address altern email differ school email cell,name adam makonnen and work with the network and cisco learning center and job provide part time employments for qualified students during the academic year and beyond have contacted you because there opening for you dres and bellow are the lines from your potential employer name howard friedman and work clinical counselor for the department disability resources and educational services dres provide individual and group therapy coaching assessment and academic screenings support students with disabilities physical chronic psychiatric and invisible registered with dres large percentage the students served the mental health unit have psychiatric disabilities morbid psychiatric disabilities and need mental health support successful the university addition many university students with academic difficulties and prior diagnosis are seen and assessed through the academic screening and assessment process also the director supervision training and coordination counseling psychology and clinical psychology graduate students the united states who have practicums dres and apa accredited school psychology pre doctoral interns you have received this email considered for offer from the university office for students with disabilities work with this will position that reports directly should you decide accept the offer care about animal welfare arts and culture children civil rights and social action education environment disaster and humanitarian relief social services and lots more this very simple employment you will only help mail letters make payments walmart and purchase some items when needed this employment only takes hour day and times week for weekly unable meetup for interview because currently away and helping the disabled students canada you will paid advance for all tasks and purchased done behalf and some personal letters and mails will forwarded your residence nearby post office for you pick your convenience upon arrival will discuss the possibility making this long term employment impressed with your services while away arrival scheduled for the last week october considered for this position contact your employer replying this email with your full name current residential address alternate email different from school email cell
1.0,0.0,0.0,0.0,1.0,0.0,1,3.0,see attach,see attachment
1.0,0.0,0.0,0.0,1.0,0.0,0,2.0,aspir onlin busi expert speaker trainer reveal step figur onlin day less system,aspire online business expert speaker trainer reveals the steps figures online days less with our system
1.0,0.0,0.0,1.0,1.0,0.0,1,4.0,special report angela penbrook work home consult america minut day certifi proven guarante way make everi day easi way home ti sang thousand peopl word wide collect make ton milion dotar year oi certifi work home posiion whih requir prior experi educaion senceh chia follow thrve easi step make money begin tote part tri free whole month want sorri folk may lasi day fill fast tred broke disabl almost homeless everyon laugh hate job unemploy word describ life egg doo,special report from angela penbrook the work home consultant america you have minutes day here certified proven and guaranteed way make and more every day the easy way from home with tis sang the thousands people word wide collectively making tons milions dotare year ois certifi work home posiion whih requires prior experience educaion senceh chia following the thrve easy steps can make you money beginning tote part you can try free for whole months you want sorry folks this may our lasi day filling fast tred being broke are you disabled are you almost homeless everyone laughing you you hate your job are you unemployed does this word here describe your life egg doo
1.0,0.0,0.0,0.0,1.0,0.0,0,2.0,aid center lifi student san forgiv check elig solv student loan issu qual much lower payment anid eee eee ert see iar forgw consolid program ere ret stream line process ean neer cenc feder consolid program let pleas provid first name best time reach pleas provid last name pleas provid email address contact phone exampl approxim feder student loan debt includ comment request info student loan interest rate ould doubl student ian default inform today extra pay back averag loan,aid center lify for student san forgiveness check eligibility solve student loan issues qual for much lower payments anid eee eee ert see iar forgweness consolidation programs ere ret have streamed lined the process ean neer cence federal consolidation programs let please provide your first name best time reach you please provide your last name please provide your email address contact phone example approximate federal student loan debt include any comments here request info student loan interest rates ould double your student ians default informed today that extra pay back for the average loan
1.0,0.0,0.0,0.0,1.0,0.0,1,3.0,wmaxtina rate nial health longeulti minim age relat declin dysfunct cen eee bed improv immun dia crc ere xbb first product emerg nobel prize win scienc focus improv health qualiti life xae world telomeras activ proven publish studi safe lengthen critic short telomer prevent dna damag restor age immun system shown increas bone densiti improv variou biomark usual declin age hypoallergen contain yeast dairi egg gluten corn soy wheat sugar starch salt preserv artifici color flavor fragranc visit www tascienc com call mention receiv purchas offer expir sept,wmaxtinae your rate nial for health and longeulty minimize your age related decline and dysfunction cen eee bed improvement immune dia crc ere xbb the first product emerge from nobel prize winning science focused improving your health and quality life xae the world only telomerase activator proven published studies safely lengthen critically short telomeres prevent dna damage and restore aging immune system has been shown increase bone density and improve various biomarkers which usually decline with age hypoallergenic contains yeast dairy eggs gluten corn soy wheat sugar starch salt preservatives artificial color flavor fragrances visit www tasciences com call mention this and receive off your purchase offer expires sept
0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,disburs advisori independ distributor box heevoh netherland twsismotan error cna ten fice instor see ein cresiti document number soman nai document rine mticnion yeurld number eniensnr sssu oss desain data dsbureent tost seer set vmnene lpg couoratul joyc ado oho octob ware confirm data audit receipt check tasu sane guaramfe payment hex register pens tine receior elaia file pursuant tho deadlin post disclosur herein notic receiv failur tile goadlin wii vold end payment due ffon offici sotif snecruct complor sig emf matl snciow claimant folio releas certificac receipt payment offic che close busi seaer zdriieti rigittu clationt affd sighmrur complet request muyorw place docmment folto releas fee tre prioriti repli envelop appli postagr matl pleas note tax ace witmeeld avard paysent departn srghsuri porm insv foc pryeanta mort paiton sonstp includ che multipl payer tune distribut payment cash avard sant within cay beak che he sipeelt cash covion find nay deed sprctal domu por prompt repli document one first feceiv also recelv sreaniri save bond sent separ cover squ ehousand award check deserv individu fonerd mesi check upon receipt paperwork dear legal congratul good fortun ara rvonen,disbursement advisory independent distributors box heevoh the netherlands twsismotan error cna ten fice instore see eine cresity document number somane nai document rine mticnion yeurld number eniensnr sssued oss desain data dsbureents tost seer sets vmnene lpg couoratulations joyce ado oho october you ware confirmed data audit for receipt check tasued your sane his guaramfeed payment hex been registeres pensing tinely receior your elaia filing pursuant tho deadline and posted disclosures herein the only notice you will receive and failure tile before the goadline wii vold any end all payments due ffon this official sotification you are snecructed complore sigs emf matl the snciowed claimant folio release certificace for receipt our payments office before che close business seaer your zdriiety the rigittu clationt affdeing your sighmrure complete requested muyorwation and place docmment and folto release fee tre priority reply envelope apply postagr matl before please note that taxes ace witmeeld from avard paysente departnent the srghsury porm will insved foc pryeanta mort paiton sonstp and including che multiple payer tunes distribution payment for your cash avard will sant you within cays beak ches hes sipeelting cashing your covions and the finde nay deed your sprctal domue por prompt reply your document one the first feceive from you will also recelve sreaniry savings bond sent under separate cover have squed ehousands award checks deserving individuals and fonerd mesiing your check upon receipt the paperwork dearing your legal congratulations your good fortune ara rvonen
0.0,0.0,0.0,0.0,0.0,1.0,1,2.0,mac infect adwar matwarn nee thie popup may happen du obsol viru protect fix plous call sytem support lmmediatoli pleas ensur roxtant comput pravent ata loss hownitu dat tunntiti tholt xed inneveahatili youn comput hieog kel wau aiwit thot the wobpag,your mac infected with adware matwarn you nee thie popup may happen dus obsolate virus protections fix plouse call sytem support lmmediatoly please ensure you not roxtant your computer pravent ata loss hownituity dats tunntity tholt not xed inneveahatily youn compute has been hieog kel wau aiwit thot thes wobpage
1.0,0.0,0.0,0.0,0.0,1.0,0,2.0,demo deliveri statu chang group demo up quantum view norepli com sat sep demo tcaptain ajax dear custom courier attempt deliv parcel today could contact address phone nobodi could sign parcel deposit local offic leav notic mailbox claim packag pleas visit offic print copi deliveri notic scan copi up miss deliveri notic also found click ship servic up next day air track email demo captain ajax infimasec com thank ship repli repli forward,demo delivery status change groups demo ups quantum view noreply com sat sep demo tcaptain ajax dear customer our courier has attempted deliver your parcel today but you could not contacted the address phone because nobody could sign for the parcel have deposited our local office leaving you notice your mailbox claim your package please visit our office with printed copy the delivery notice scanned copy the ups missed delivery notice can also found clicking here shipping service ups next day air tracking email demo captain ajax infimasec com thank you for shipping with reply reply all forward
1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,demo up updat packag schedul deliveri tomorrow group demo up quantum view norepli com sun sep demo atom woman up choic packag come tomorrow estim deliveri time chang deliveri manag prefer auton pre aiat arena amazon com track number up servic up ground download up mobil app unit parcel servic america inc up up brandmark color brown trademark unit parcel servic america inc right reserv trademark trade name servic mark appear connect up servic properti respect owner pleas repli directli mail manag up choic xae deliveri alert select up choic prefer up choic prefer up privaci notic up choic servic term contact up,demo ups update package scheduled for delivery tomorrow groups demo ups quantum view noreply com sun sep demo the atom woman ups choice the you have package coming tomorrow estimated delivery time change delivery manage preferences auton pre aiat arenas amazon com tracking number ups service ups ground download the ups mobile app united parcel service america inc ups the ups brandmark and the color brown are trademarks united parcel service america inc all rights reserved all trademarks trade names service marks that appear connection with ups services are the property their respective owners please not reply directly this mail manage your ups choice xae delivery alerts select ups choice preferences below ups choice preferences ups privacy notice ups choice service terms contact ups
1.0,0.0,0.0,0.0,0.0,1.0,0,2.0,teri fert sce date tig son tnt save spina smet tot mana chih dear studentstat lehigh weblal user detect login attempt valid password lemigh webi account unrecogn devic mon mar hst locat ukrain note locat base inform trom internet servic wireless cere provid dlerogard rest thie ema wae pew kina cick potect lmg weal acount maton pereira pade aco sgn verter comput org adtadi essen rman pert fearn ea goer sincer lehigh lt helpdesk servic help poteet account inform peas visit pleas repli email notif mal sent address answer,tery fert sce date tig son tnt saves spina smet tot mana chih dear studentstat lehigh weblal user detected login attempt with valid password your lemigh webi account from unrecognized device mon mar hst location ukraine note the location based information trom your internet service wireless cere provider was this you you can dlerogard the rest thie ema wae you pews kina cick potect your lmg weal acount maton pereira pade aco sgn verter your computer org adtadi essen rman pert fearn eas goer sincerely lehigh lts helpdesk services help you poteet your account information pease visit the please not reply this email this only notification mal sent this address can not answered
1.0,0.0,0.0,0.0,0.0,1.0,0,2.0,quota limit inbox lehigh uni drh lehigh univers mailbox reach alloc avoid loss account requir upgrad mailbox account click link enabl increas storag quota account siti drh sincer lehigh univers memori drive west bethlehem usa,quota limit inbox lehigh uni drh lehigh university mailbox has reached which over the allocated avoid the loss your account you are required upgrade your mailbox account clicking the link below enable the increase the storage quota your account sity drh sincerely lehigh university memorial drive west bethlehem usa
1.0,0.0,0.0,0.0,0.0,1.0,1,3.0,dear account user mail mailbox exceed limit set administr current soon abl send receiv email valid mailbox valid mailbox click link follow instruct upgrad prevent email account close valid mailbox pleas click sincer system administr,dear account user your mail mailbox has exceeded the limit which set the administrator you are currently very soon you will not able send receive email until you validate your mailbox validate your mailbox click the link below and follow the instruction for your upgrade prevent your email account from being closed validate your mailbox below please click here sincerely system administrator
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,link phise websit remov exampl phone number remov sent fax page count view scan document fax system,link phising website was removed from this example phone number removed sent you fax with page count view scanned document yours fax system
1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,administr servic desk current upgrad mailbox server quota space data reason mail delet spam junk folder faculti staff herebi advic upgrad mailbox servic upgrad click link malici websit remov connect outlook web app outlook corpor right reserv,administrator service desk has currently upgrade our mailbox server quota space data reason for this mail delete all spam and junk folder all faculty and staff are hereby advice upgrade their mailbox service for upgrade click here link malicious website removed connected with outlook web app outlook corporation all rights reserved
1.0,0.0,0.0,0.0,0.0,0.0,1,2.0,hello sent import document use googl doc click document link view document import download save document would import soon summari googl drive hotmail aol yahoo creat share keep stuff one place thank,hello just sent you important document using google docs click the document link below view document its important you download and save this document would importance soon summary google drive hotmail aol yahoo create share and keep all your stuff one place thanks
1.0,0.0,0.0,0.0,0.0,1.0,1,3.0,dear client notic amazon account access locat need verifi account inform order continu use amazon account verifi account inform click link solv issu within hour prevent close amazon account els account termin click verifi amazon link remov amazon right reserv email,dear client noticed that your amazon account has been accessed some other location need verify your account information order continue using your amazon account verify your account information clicking the link below solve this issue within hours prevent closing your amazon account else account will terminated click here verify your amazon link removed amazon all rights reserved email
1.0,0.0,0.0,0.0,0.0,1.0,1,3.0,record indic account updat account detail correct may lead close account within day associ data remov server shortli http www umich edu fake link remov thank offic,our record indicates your account has not been updated some your account details are correct this may lead the close down your account within days and all associated data will removed from our server shortly https www umich edu fake link removed thanks office
1.0,0.0,0.0,0.0,0.0,1.0,1,3.0,receiv email chang password use login may messag inform chang account password process due increas cyber secur threat univers requir individu password reset pleas click link remov act promptli avoid password expir email deliv server unless email account confirm institut educ copyright help desk,all you are receiving this email because you have not changed the passwords you use login with may this message inform you the change the account password process due increasing cyber security threats the university now requiring individual password resets please click here link removed and act them promptly avoid password expiration your emails won delivered our server unless email account confirmed institute education copyright its help desk
